as_of,system,location,employees,inmates,inmate_deaths
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Adult Diagnostic and Treatment Center,27,4,1
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Bayside State Prison,1,2,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Central Office Headquarters,5,0,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Central Reception and Assignment Facility,29,1,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Correctional Staff Training Academy,5,0,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Custody Recruitment Unit,3,0,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,East Jersey State Prison,57,15,6
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Edna Mahan Correctional Facility for Women,67,8,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Garden State Youth Correctional Facility,17,1,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Mid-State Correctional Facility,38,7,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Mountainview Youth Correctional Facility,17,0,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,New Jersey State Prison,33,12,3
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Northern State Prison,102,24,5
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,South Woods State Prison,3,3,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Southern State Correctional Facility,40,11,0
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,STU,1,8,4
2020-04-23 18:27:48 EST,PRISONS AND ANCILLARY LOCATIONS,Totals,445,96,19
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Bo Robinson Assessment and Treatment,NA,4,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Clinton House,NA,0,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Columbus House,NA,0,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,"CURA, Inc.",NA,0,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Fenwick House,NA,0,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Fletcher House,NA,1,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Garrett House,NA,0,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Hope Hall,NA,0,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,James A. Hemm House,NA,0,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Kintock Bridgeton 1,NA,0,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Kintock Bridgeton 2,NA,0,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Kintock Newark,NA,1,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,The Harbor House,NA,3,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Tully House,NA,0,0
2020-04-23 18:27:48 EST,RESIDENTIAL COMMUNITY RELEASE PROGRAM,Totals,NA,9,0
